ID,Text,Sentiment,Date_UTC,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Normalized
571,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones.",Joy in Baking,10/04/2023 17:00,HomeBakerDeliciousMemories,Instagram,#JoyInBaking #HomemadeDelights,22,45,India,2023,4,10,17,Joy
572,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras.",Envisioning History,18/12/2015 18:00,HistoryBuffMuseumExploration,Twitter,#EnvisioningHistory #MuseumTales,28,55,Italy,2015,12,18,18,Curiosity/Awe
573,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape.",Imagination,08/10/2021 21:00,BookwormCaptivatingNovelEscape,Facebook,#Imagination #LiteraryEscape,35,70,Japan,2021,10,8,20,Creativity
574,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story.",Vibrancy,22/03/2019 22:00,PhotographyEnthusiastMarketMoments,Instagram,#Vibrancy #MarketStories,22,45,Australia,2019,3,22,21,Creativity
575,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky.",Mesmerizing,15/06/2018 22:00,DanceEnthusiastCityNightPerformance,Twitter,#Mesmerizing #NightDancePerformance,40,80,USA,2018,6,15,22,Curiosity/Awe
576,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas.",Culinary Adventure,28/08/2019 20:00,FoodieMarketStreetFoodExploration,Instagram,#CulinaryAdventure #StreetFoodDelights,35,70,Thailand,2019,8,28,19,Creativity
577,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes.",Winter Magic,01/12/2022 18:00,SnowLoverWinterEnthusiast,Facebook,#WinterMagic #SnowyLandscapes,30,60,Canada,2022,12,1,17,Contentment
578,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation.",Thrilling Journey,10/04/2017 21:00,MysteryBookwormSuspensefulRead,Twitter,#ThrillingJourney #MysteryNovel,22,45,UK,2017,4,10,21,Adventure
579,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas.",Nature's Beauty,15/05/2020 18:00,GardeningEnthusiastFlowerGarden,Instagram,#NaturesBeauty #FloralJoy,28,55,Australia,2020,5,15,18,Adventure
580,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse.",Celestial Wonder,22/09/2016 20:00,AstronomyEnthusiastStargazing,Facebook,#CelestialWonder #Stargazing,18,35,USA,2016,9,22,20,Curiosity/Awe
581,"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose.",Creative Inspiration,12/02/2023 20:00,CoffeeLoverWritersRetreat,Twitter,#CreativeInspiration #CoffeeJourney,22,45,France,2023,2,12,19,Empowerment
582,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity.",Runway Creativity,10/11/2015 21:00,FashionEnthusiastDesignerShowcase,Instagram,#RunwayCreativity #FashionInnovation,28,55,Italy,2015,11,10,21,Creativity
583,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave.",Ocean's Freedom,20/07/2021 18:00,SurfingEnthusiastWaveRider,Facebook,#OceansFreedom #SurfingThrills,22,45,Brazil,2021,7,20,18,Empowerment
584,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past.",Whispers of the Past,18/04/2019 21:00,HistoryExplorerAncientCityTour,Twitter,#WhispersOfThePast #HistoricalTour,35,70,Greece,2019,4,18,20,Reflective
585,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode,Excitement,20/05/2023 20:00,CrushAvoider,Twitter,#CrushStruggles #AvoidingEyeContact,15,30,USA,2023,5,20,19,Excitement
586,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems,Boredom,21/05/2023 21:00,MovieBuff,Instagram,#SnackCrisis #TeenLife,18,35,Canada,2023,5,21,21,Boredom
587,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes,Joy,22/05/2023 15:00,SelfieAddict,Facebook,#SelfieStruggle #TeenConfessions,22,45,UK,2023,5,22,14,Joy
588,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife,Frustration,23/05/2023 17:00,AudioExplorer,Twitter,#TeenProblems #LostHeadphones,20,40,USA,2023,5,23,16,Frustration
589,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions,Surprise,24/05/2023 13:00,MemeCreator,Instagram,#StudyingMemes #TeenLife,25,50,Canada,2023,5,24,13,Surprise
590,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles",Indifference,25/05/2023 19:00,FashionBlunder,Facebook,#WeekendOops #TeenFashion,20,40,USA,2023,5,25,19,Neutral
591,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements,Satisfaction,26/05/2023 14:00,GroupGenius,Twitter,#TeenSuccess #ProjectMiracle,28,55,UK,2023,5,26,14,Contentment
592,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor",Disgust,27/05/2023 21:00,ChipExplorer,Instagram,#TeenChef #CookingFail,22,45,Canada,2023,5,27,21,Disgust
593,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife",Surprise,28/05/2023 12:00,ExcitementSeeker,Facebook,#ClassEvent #TeenExcitement,18,35,USA,2023,5,28,12,Surprise
594,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading",Joy,45076,NightReader,Twitter,#BookDiscoveries #TeenReading,30,60,UK,2023,5,29,23,Joy
595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming",Excitement,30/05/2023 21:00,GamingEnthusiast,Instagram,#GameOn #TeenGamer,22,45,USA,2023,5,30,20,Excitement
596,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon,Joy,31/05/2023 15:00,LazyWatcher,Facebook,#BingeWatchDay #TeenLife,35,70,Canada,2023,5,31,15,Joy
597,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen,Excitement,01/06/2023 18:00,TrendExplorer,Twitter,#FashionGoals #TeenStyle,20,40,USA,2023,6,1,18,Excitement
598,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney,Frustration,02/06/2023 15:00,MusicalExplorer,Instagram,#InstrumentLearning #TeenMusic,28,55,UK,2023,6,2,14,Frustration
599,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover,Joy,03/06/2023 21:00,MusicAficionado,Facebook,#MusicTherapy #TeenPlaylist,22,45,Canada,2023,6,3,21,Joy
600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef,Pride,04/06/2023 20:00,HomeChef,Twitter,#CookingSuccess #TeenCook,25,50,USA,2023,6,4,19,Pride
601,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape,Excitement,05/06/2023 10:00,AdventureSeeker,Instagram,#GetawayGoals #TeenTravel,18,35,UK,2023,6,5,10,Excitement
602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight,Joy,06/06/2023 23:00,DanceEnthusiast,Facebook,#MusicMagic #TeenConcert,28,55,Canada,2023,6,6,22,Joy
603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories,Joy,07/06/2023 13:00,NostalgiaExplorer,Twitter,#ChildhoodMemories #TeenCartoons,22,45,USA,2023,6,7,12,Joy
604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor,Excitement,08/06/2023 16:00,HomeDecorator,Instagram,#DIYGoals #TeenCreative,35,70,UK,2023,6,8,16,Excitement
605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover",Curiosity,09/06/2023 14:00,ArtExplorer,Facebook,#CulturalDay #TeenCuriosity,20,40,USA,2023,6,9,14,Curiosity/Awe
606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger,Curiosity,10/06/2023 18:00,ThoughtfulBlogger,Twitter,#BloggingJourney #TeenThoughts,30,60,Canada,2023,6,10,17,Curiosity/Awe
607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon,Contentment,11/06/2023 15:00,NovelEnthusiast,Instagram,#QuietMoments #BookishEscape,35,70,USA,2023,6,11,15,Contentment
608,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging",Gratitude,12/06/2023 18:00,WiseSoul,Twitter,#AgingGracefully #Memories,28,55,UK,2023,6,12,18,Gratitude
609,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer,Curiosity,13/06/2023 15:00,ArtAdventurer,Facebook,#ArtDiscovery #SeniorArtist,22,45,Canada,2023,6,13,14,Curiosity/Awe
610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys,Contentment,14/06/2023 20:00,HomeChefSenior,Instagram,#HappinessInFood #SeniorLife,25,50,USA,2023,6,14,19,Contentment
611,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate,Curiosity,15/06/2023 12:00,LinguisticExplorer,Twitter,#MindEnrichment #SeniorLearning,30,60,UK,2023,6,15,12,Curiosity/Awe
612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies",Joy,16/06/2023 22:00,MusicConnoisseur,Facebook,#MusicLover #SeniorConcert,18,35,Canada,2023,6,16,21,Joy
613,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer,Joy,17/06/2023 15:00,PhotographySenior,Instagram,#NatureCapture #SeniorMoments,35,70,USA,2023,6,17,15,Joy
614,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship",Contentment,18/06/2023 12:00,TeaTimeSenior,Twitter,#FriendshipGoals #SeniorBonding,28,55,UK,2023,6,18,11,Contentment
615,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour",Joy,19/06/2023 17:00,RoadTripSenior,Facebook,#CherishedPlaces #SeniorTravel,22,45,Canada,2023,6,19,16,Joy
616,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging",Joy,20/06/2023 14:00,ChoirEnthusiast,Instagram,#MusicHarmony #SeniorVoices,20,40,USA,2023,6,20,14,Joy
617,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind",Contentment,21/06/2023 19:00,MeditationSenior,Twitter,#MindfulLiving #SeniorCalm,18,35,UK,2023,6,21,19,Contentment
618,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty",Contentment,22/06/2023 14:00,GardenEnthusiast,Facebook,#NatureWonders #SeniorGarden,25,50,USA,2023,6,22,13,Contentment
619,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers",Contentment,23/06/2023 19:00,WineConnoisseur,Instagram,#LifeWellLived #SeniorWine,28,55,UK,2023,6,23,18,Contentment
620,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry",Joy,24/06/2023 16:00,ArtisticSenior,Twitter,#CreativityAtAnyAge #SeniorCreativity,22,45,Canada,2023,6,24,16,Joy
621,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories",Gratitude,25/06/2023 21:00,MemoiristSenior,Facebook,#LifetimeExperiences #SeniorMemoir,35,70,USA,2023,6,25,20,Gratitude
622,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning",Curiosity,26/06/2023 14:00,HistoryEnthusiast,Instagram,#LifetimeAdventure #SeniorCuriosity,30,60,UK,2023,6,26,14,Curiosity/Awe
623,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking",Contentment,27/06/2023 18:00,FamilyChefSenior,Twitter,#KitchenMemories #SeniorCulinary,20,40,USA,2023,6,27,17,Contentment
624,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer",Joy,28/06/2023 22:00,NaturePhotographySenior,Facebook,#OutdoorBeauty #SeniorClicks,18,35,UK,2023,6,28,22,Joy
625,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic",Joy,29/06/2023 17:00,JazzMusicLover,Instagram,#TimelessTunes #SeniorJazz,25,50,USA,2023,6,29,16,Joy
626,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter",Gratitude,30/06/2023 20:00,SeniorWordsmith,Twitter,#SoulfulWriting #SeniorReflections,28,55,UK,2023,6,30,19,Gratitude
627,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer",Excitement,01/07/2023 14:00,SoloAdventurer,Instagram,#DiscoverNewPlaces #SeniorTravel,30,60,USA,2023,7,1,14,Excitement
628,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides",Joy,02/07/2023 18:00,CarEnthusiastSenior,Facebook,#RoadTripDownMemoryLane #SeniorCars,22,45,UK,2023,7,2,18,Joy
629,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener",Joy,03/07/2023 13:00,GreenThumbSenior,Twitter,#GardenFriends #SeniorGreenThumb,28,55,Canada,2023,7,3,12,Joy
630,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",Contentment,04/07/2023 17:00,FamilyHostSenior,Instagram,#HeartwarmingMoments #SeniorFamily,35,70,USA,2023,7,4,17,Contentment
631,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",Joy,05/07/2023 20:00,DanceEnthusiastSenior,Twitter,#DanceLife #SeniorMoves,18,35,UK,2023,7,5,20,Joy
632,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover",Joy,06/07/2023 15:00,ArtGalleryVisitor,Facebook,#CreativeExpressions #SeniorArt,25,50,USA,2023,7,6,14,Joy
633,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders",Joy,07/07/2023 20:00,SeniorBookClub,Instagram,#BookishTalks #SeniorBookworms,22,45,UK,2023,7,7,19,Joy
634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy",Contentment,08/07/2023 16:00,SeniorPicnicHost,Twitter,#FriendshipSunshine #SeniorMemories,30,60,Canada,2023,7,8,16,Contentment
635,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",Joy,09/07/2023 23:00,SeniorActor,Facebook,#StagePassion #SeniorTheater,20,40,USA,2023,7,9,22,Joy
636,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker",Excitement,10/07/2023 14:00,SeniorHikerExplorer,Instagram,#NatureTrailBlazer #SeniorExplorer,28,55,UK,2023,7,10,14,Excitement
637,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,Gratitude,11/07/2023 19:00,SeniorPhotographerExhibitor,Twitter,#LifeInPictures #SeniorExhibition,22,45,Canada,2023,7,11,18,Gratitude
638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist",Excitement,12/07/2023 14:00,SeniorCyclingEnthusiast,Facebook,#OpenRoadAdventures #SeniorCycling,25,50,USA,2023,7,12,13,Excitement
639,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover",Joy,13/07/2023 20:00,SeniorWineConnoisseur,Instagram,#AgedToPerfection #SeniorCheers,35,70,UK,2023,7,13,20,Joy
640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer",Joy,14/07/2023 16:00,SeniorBallroomDancer,Twitter,#GracefulMoves #SeniorDance,20,40,USA,2023,7,14,16,Joy
641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist",Joy,15/07/2023 20:00,SeniorPaintingOrganizer,Facebook,#CommunityArt #SeniorCreativity,28,55,Canada,2023,7,15,19,Joy
642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",Gratitude,16/07/2023 14:00,SeniorMemoriesHost,Instagram,#FriendshipAdventures #SeniorNostalgia,30,60,USA,2023,7,16,14,Gratitude
643,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer",Curiosity,17/07/2023 22:00,SeniorStargazer,Twitter,#CelestialWonders #SeniorAstronomy,18,35,UK,2023,7,17,22,Curiosity/Awe
644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover",Joy,18/07/2023 17:00,SeniorJazzFestivalGoer,Facebook,#TimelessTunes #SeniorJazz,25,50,USA,2023,7,18,16,Joy
645,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog",Gratitude,19/07/2023 20:00,WisdomBloggerSenior,Instagram,#LifeLessons #SeniorBlog,22,45,UK,2023,7,19,19,Gratitude
646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner",Excitement,20/07/2023 17:00,SeniorCharityRunner,Twitter,#RunForACause #SeniorSupport,30,60,Canada,2023,7,20,17,Excitement
647,"Survived a challenging physics exam. Equations, you won't defeat me!",Relief,01/08/2023 14:00,PhysicsWhizHighSchool,Instagram,#PhysicsSurvivor #HighSchoolAdventures,20,40,USA,2023,8,1,13,Contentment
648,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,Excitement,02/08/2023 15:00,CodeExplorerHighSchool,Twitter,#CodingAdventure #HighSchoolCoderLife,25,50,UK,2023,8,2,14,Excitement
649,"Joined the school debate team. Words are my weapons, and I'm ready for battle!",Excitement,03/08/2023 12:00,DebateWarriorHighSchool,Facebook,#DebateWarrior #HighSchoolDebater,18,35,Canada,2023,8,3,12,Excitement
650,"Started a photography club at school. Capturing moments, one snapshot at a time!",Joy,04/08/2023 17:00,PhotoClubHighSchool,Instagram,#PhotographyClub #HighSchoolPhotographer,22,45,USA,2023,8,4,16,Joy
651,"Daydreaming about the upcoming prom. The dress, the dance ""ì it's a fairytale in the making!",Excitement,05/08/2023 20:00,PromDreamerHighSchool,Twitter,#PromDreams #HighSchoolFairytale,30,60,Canada,2023,8,5,19,Excitement
652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,Positive,06/08/2023 14:00,OutdoorClassHighSchool,Facebook,#OutdoorClassroom #HighSchoolExplorer,28,55,USA,2023,8,6,14,Positive
653,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist",Embarrassed,07/08/2023 20:00,PaintSpillHighSchool,Instagram,#ArtisticMishaps #HighSchoolArt,22,45,UK,2023,8,7,19,Shame
654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,Excitement,08/08/2023 16:00,SkateProHighSchool,Twitter,#SkaterLife #HighSchoolSkater,30,60,Canada,2023,8,8,16,Excitement
655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,Joy,09/08/2023 23:00,KpopFangirlHighSchool,Facebook,#KpopFangirl #HighSchoolMusic,20,40,USA,2023,8,9,22,Joy
656,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,Joy,10/08/2023 14:00,ChemistryWizardHighSchool,Instagram,#ChemistryWizard #HighSchoolScientist,28,55,UK,2023,8,10,14,Joy
657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,Joy,11/08/2023 19:00,BirthdayPartyPlannerHighSchool,Twitter,#BirthdayParty #HighSchoolCelebration,22,45,Canada,2023,8,11,18,Joy
658,"Joined the drama club to unleash my inner actor. Lights, camera, action!",Excitement,12/08/2023 14:00,DramaClubStarHighSchool,Facebook,#DramaClubStar #HighSchoolActor,25,50,USA,2023,8,12,13,Excitement
659,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,Excitement,13/08/2023 20:00,FantasyBookNerdHighSchool,Instagram,#FantasyBookNerd #HighSchoolReader,35,70,UK,2023,8,13,20,Excitement
660,Mastering the art of the perfect doodle during boring classes. Doodles: A+!,Joy,14/08/2023 16:00,DoodleMasterHighSchool,Twitter,#DoodleMaster #HighSchoolArt,20,40,USA,2023,8,14,16,Joy
661,Attempting to break the school record for the longest handstand. Wish me luck!,Excitement,15/08/2023 20:00,HandstandChallengeHighSchool,Facebook,#HandstandChallenge #HighSchoolAthlete,28,55,Canada,2023,8,15,19,Excitement
662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,Mischievous,16/08/2023 14:00,SnackSmugglerHighSchool,Instagram,#SnackSmuggler #HighSchoolSnacks,30,60,USA,2023,8,16,14,Amusement
663,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,Excitement,17/08/2023 22:00,SleepoverHostHighSchool,Twitter,#SleepoverFun #HighSchoolMemories,18,35,UK,2023,8,17,22,Excitement
664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed!",Embarrassed,18/08/2023 17:00,TikTokFailHighSchool,Facebook,#DanceFail #HighSchoolTikTok,25,50,USA,2023,8,18,16,Shame
665,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,Embarrassed,19/08/2023 20:00,SocialMediaBlunderHighSchool,Instagram,#SocialMediaBlunder #HighSchoolAwkward,22,45,UK,2023,8,19,19,Shame
666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,Embarrassed,20/08/2023 17:00,CrushFailHighSchool,Twitter,#CrushFail #HighSchoolEmbarrassment,30,60,Canada,2023,8,20,17,Shame
667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,Joy,21/08/2023 16:00,PaperPlaneExpertHighSchool,Instagram,#PaperPlaneExpert #HighSchoolArt,15,30,USA,2023,8,21,15,Joy
668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,Excitement,22/08/2023 12:00,JugglingProHighSchool,Facebook,#TextbookJuggling #HighSchoolSkills,22,40,Canada,2023,8,22,12,Excitement
669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,Mischievous,23/08/2023 17:00,SnackNinjaHighSchool,Twitter,#SnackNinja #HighSchoolSnacks,28,55,USA,2023,8,23,16,Amusement
670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,Excitement,24/08/2023 18:00,ScavengerHuntMasterHighSchool,Instagram,#SurpriseAdventure #HighSchoolFun,20,38,UK,2023,8,24,18,Excitement
671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,Joy,25/08/2023 14:00,RainDanceCelebrationHighSchool,Facebook,#RainDance #HighSchoolJoy,25,50,Canada,2023,8,25,14,Joy
672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,Embarrassed,26/08/2023 18:00,GroupChatBlunderHighSchool,Twitter,#TextingFail #HighSchoolAwkward,18,35,USA,2023,8,26,17,Shame
673,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,Embarrassed,27/08/2023 21:00,MagicFailHighSchool,Instagram,#MagicFail #HighSchoolMagic,22,45,UK,2023,8,27,20,Shame
674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,Joy,28/08/2023 16:00,OrigamiProHighSchool,Twitter,#OrigamiMaster #HighSchoolArt,18,36,USA,2023,8,28,16,Joy
675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,Excitement,29/08/2023 14:00,HackySackChampionHighSchool,Instagram,#HackySackChallenge #HighSchoolAthlete,26,48,Canada,2023,8,29,13,Excitement
676,Creating a secret handshake with friends. Friendship level: Expert!,Joy,30/08/2023 18:00,SecretHandshakeHighSchool,Facebook,#FriendshipGoals #HighSchoolMemories,20,40,USA,2023,8,30,17,Joy
677,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,31/08/2023 20:00,BurgerQuestHighSchool,Twitter,#BurgerQuest #HighSchoolFoodie,24,42,UK,2023,8,31,20,Excitement
678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,01/09/2023 15:00,ComedyGeniusHighSchool,Instagram,#StandUpComedy #HighSchoolTalent,21,39,Canada,2023,9,1,14,Joy
679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,02/09/2023 18:00,LoveLetterBlunderHighSchool,Facebook,#LoveLetterFail #HighSchoolAwkward,17,33,USA,2023,9,2,18,Shame
680,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,03/09/2023 22:00,ScienceExperimentProHighSchool,Twitter,#ScienceGeek #HighSchoolExperiments,23,44,UK,2023,9,3,22,Excitement
681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,04/09/2023 15:00,BraceletCraftsmanHighSchool,Instagram,#FriendshipBracelets #HighSchoolCrafts,19,37,USA,2023,9,4,15,Joy
682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,05/09/2023 12:00,CartwheelMasterHighSchool,Twitter,#CartwheelChallenge #HighSchoolAthlete,27,52,Canada,2023,9,5,12,Excitement
683,Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,06/09/2023 17:00,MovieMarathonHostHighSchool,Facebook,#MovieNight #HighSchoolMemories,22,43,UK,2023,9,6,16,Joy
684,Experimenting with a new hair color. A bold change for a bold semester!,Excitement,07/09/2023 18:00,HairColorExperimentHighSchool,Instagram,#HairExperiment #HighSchoolStyle,20,39,USA,2023,9,7,18,Excitement
685,Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,08/09/2023 14:00,TimeCapsuleCreatorHighSchool,Facebook,#TimeCapsule #HighSchoolNostalgia,26,48,Canada,2023,9,8,14,Joy
686,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,09/09/2023 18:00,ClassroomBlunderHighSchool,Twitter,#FirstDayOops #HighSchoolEmbarrassment,16,32,USA,2023,9,9,17,Shame
687,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,10/09/2023 21:00,SmoothieConnoisseurHighSchool,Instagram,#HealthyLiving #HighSchoolWellness,23,42,UK,2023,9,10,20,Excitement
